,annoyed,anxious,confident,desperate,frustrated,happy,interested,relaxed,satisfied,surprised
33,71.41950375004222,46.05319084990606,27.967104980891747,53.97377365138469,79.35598715389328,34.01168302856661,62.8623273715941,29.592986840858998,12.947415334213307,67.71225076330542
34,72.15347458548986,59.77299442285063,24.31611417649724,57.04450036140371,81.25661421624395,27.65058278045901,48.5951300162327,21.248983268656268,11.910398196767064,62.994741916337915
35,71.35904380215227,61.830890623825454,33.939013624448286,57.88975644870524,84.7170011221046,30.257934159891732,59.32829148515193,26.119241121574575,13.724888784939644,63.71328702700928
36,70.49028889215153,60.425037473803386,21.15330870030105,63.37527137330068,89.6793851895713,15.998046935576731,54.14546403491953,18.37126087334586,2.096959215676847,66.55803542197798
37,67.51959496498283,56.80082814076759,27.428823870517704,62.646370863554495,83.71332180909722,29.709143268065173,59.3236141928024,25.468703460114916,15.695307419246287,65.78377870469558
38,72.60277583888364,63.6006260130233,27.923237014063833,64.9906030413786,92.66546363236996,23.160783509624814,56.68421592915215,20.032050928216396,7.628012298278929,72.02504197955558
39,64.98610971507124,51.35569363489073,32.75818905807202,49.949554845147006,80.6169736191318,31.845611250163,47.382312447869246,30.629658477024826,16.80696384616042,62.90864922175799
40,57.860841249163194,43.31786453841865,36.93685898949241,41.58146948653368,69.31433296600439,25.618902059852132,53.07151207161764,33.04058374293826,31.11701309619479,53.27351160007003
41,73.58204058889505,49.98955230492025,26.25737320070224,48.985948281527314,69.03682367906926,27.74683510109445,50.04019073544136,25.408937967824812,10.452058059494888,39.138944248801074
42,81.89994619783289,40.390927161424244,23.304101222319318,35.74884062347422,73.25515402346642,17.87054705036629,32.95027992197228,31.00902658622992,18.27659631252463,50.95411588987655
43,68.38100997002945,50.85231591434656,23.942289242153983,56.53605188997149,82.62178161424289,21.723338587430533,54.247550211628514,25.818143874340954,17.42958505511051,61.933431421581616
44,71.39346570427622,63.18385938046639,32.06721741003139,50.106824447462984,78.39192052935734,31.792394813059804,50.882979063596196,24.912783759482366,15.272767286312517,66.89409647568485
45,73.42314405404466,61.06038549423805,25.817109530487958,64.38783538372115,87.38841621287551,28.650854376897165,59.24906636247107,21.26934426560159,13.054136113104196,68.41895888829002
46,72.42682302903722,54.67776527125217,26.799748448571634,67.64691657300318,80.68365493850509,30.359763426639404,62.549546456113056,24.819338374354786,12.812281779950508,60.26436154625
47,82.07759979922915,50.366766022420364,21.142774676055172,73.39249754404621,78.6923925770829,11.502265280220048,51.12114683054039,17.775158052490028,1.030167344637615,41.255381926209445
48,69.61756634818217,51.479562802613714,31.209237255183712,65.92461352571178,79.68232204625124,31.398655311987724,64.20804734606568,28.1865779690905,20.70478284483635,48.450043271102295
49,75.26963732123349,41.85885451826043,22.7320510148079,55.045668979048735,88.06008482825422,32.23600523287932,58.95954046751509,22.44388932204366,19.578931260946952,51.72686009222384
50,54.919024580129985,36.15268078333116,57.531420991875066,21.309714919754086,57.780265916628,30.455473063361705,64.34144800018296,48.45767038068476,31.859984056534305,24.69415563225251
51,83.58731559051674,55.02982574176319,30.850325275391313,68.42838243676543,91.4749305800506,34.61190490589276,68.88693942957764,23.386247310216035,1.712575666781337,39.78043575293124
52,58.48531100609639,56.79951271243806,35.95878140868469,52.59920827268655,70.07302775853539,27.266346674702156,65.46557945600117,33.473171792477046,21.28365347224888,39.8350496473627
53,94.41656869426203,17.90861765355786,63.133556704916344,28.016922818485057,55.73380328531119,41.49795682150916,53.33932655468887,42.854977302533214,47.31906327491219,32.6815626590043
54,68.83013790164546,57.82198708677218,26.292704250090075,62.37735803877271,77.9881378174026,25.193931349511548,63.18391519054136,29.205033024396506,18.562642047288065,60.65758164060559
55,79.43552476484425,63.50924912358036,26.70557654749385,68.52620256439812,83.93327893726273,24.299062977145883,52.5122118946867,21.7989680952556,13.031156411138692,56.077774240753236
56,68.12437520515293,54.9364478196666,26.938056808612078,62.07525097199962,88.87444307722625,28.463342648769622,58.80932668470068,19.334601125359487,7.25511931840424,71.1378765249841
57,71.3611644051633,50.4559378156566,30.594030126705988,56.98462857834566,81.1147564198302,26.76030246486851,53.66288210156691,28.518720639853683,11.055397454184714,65.06144988367923
58,68.40902923033333,56.82824424434054,27.35010222040464,61.790117688462374,78.09401555874383,34.511612602036536,59.2641813285191,26.378844166343395,17.20348905957739,57.896449206624524
59,73.77457541537177,57.77366881157482,29.338738462532067,65.21658072593236,80.24369593858789,24.856339851609903,54.1193562111745,27.012557614722102,15.996776679590267,60.03514391491261
60,67.96488599311948,55.94889524413226,30.49606946764967,58.09639470339705,72.86804871527755,34.04407610006803,57.19237214570811,30.027958064463583,17.051484383629624,61.90548737669479
61,71.18728344198962,47.47134463135747,25.398913251051166,57.16825119570587,68.23535026894766,45.19619702953404,57.34519214951293,33.94121962654429,19.094703166893147,42.194886242357406
62,42.89240823982059,26.471211575252067,41.60745806117728,32.72196202471495,68.31224150458164,41.50444906993853,48.015488591343754,39.72169234146704,36.818336728015545,33.442918664809035
63,71.69224960305662,53.76471068518441,26.860013459929732,50.74374220773098,70.54192548368303,35.01185349532798,54.84481971521381,28.429920259010746,8.659958783691138,53.33496329447704
64,64.72971062247817,45.52349874885229,31.40432963476702,38.69617447826093,61.20488877436596,32.137295626779405,78.96132610039326,44.55593247187702,22.720100964036423,40.192208326435896
65,90.51342983519316,65.11829851652308,5.01684026918338,52.73652357575925,81.27638256351176,9.871846167231286,58.55718064153135,14.744726605724779,2.579561304661407,49.41912704611694
66,71.89740270692103,56.958840519176206,32.66195165829093,53.65682929094513,76.31693156831287,21.427598537251036,62.65434848229085,21.282477433074245,0.970800220073869,28.29842071143311
67,67.10444083188362,67.1278439502669,19.5845302198614,52.71049129703328,84.8712462907525,28.72238991119778,47.140403489640036,17.85148695886284,-8.985045682378683,58.87914468986521
68,59.63097292368624,48.571065813302326,29.11639416804593,52.08493212235866,85.9802543396749,27.90472429319005,52.8659791116123,23.50737141902897,13.131701604718995,40.92098052699769
69,63.64869250992625,53.21968790353745,28.233406885941598,66.4916204979366,82.3102621408229,29.414865985901756,58.02901098927101,25.18734386450039,17.854061075576986,49.76341960656731
70,65.25560560201812,52.67937198297521,29.940302306807254,51.78588925204853,84.51413450899308,29.893891178306813,56.10918780842513,23.124230347039877,9.602913597280525,75.63005921323212
71,69.21804570449132,45.249841602271005,27.456043205856165,46.171447609298475,73.89235593362942,33.176758343793495,52.840806291406196,30.078008905242704,18.5791699495203,53.10306415244855
72,45.92853640016673,24.056713868068037,52.27526704146837,20.525100147622627,62.49347628727386,38.05389488925149,52.36649507583384,45.53076551265346,40.56617245464807,37.5656376725717
73,72.19822661751573,23.74409318077945,34.18165724357334,33.17393894924424,51.675099232560314,37.724367268411584,57.95118804288287,44.018234671501986,25.37407613475453,35.085152751119196
74,82.81607274587296,53.591702409403894,19.766552705954958,42.758107568189544,64.43945138358812,33.309224761106684,60.577426007214015,30.787900853691625,13.892765927547089,51.659833851874495
75,67.47826713371316,38.21504157875144,28.317276424101955,31.270200069839817,54.03612151599769,40.19207785083101,47.1231331739588,40.46063354421651,33.60715122139058,39.537278060335645
76,73.69988018081617,53.943297093920705,31.8013826868578,68.5860317051633,91.44405172392239,21.201862774330646,58.14668189885393,21.80307409692145,3.5799441399822136,62.45591393016981
77,71.52063040373238,63.432881004071334,23.57173679371613,71.21198433743928,88.86082657106721,18.140692011774885,61.31614090069516,19.6137097316536,14.432490598840367,64.94098385511329
78,70.77078718954395,49.16364842524743,25.306475919617775,61.18352273709436,84.56003893037693,21.30028083505493,43.896346529047904,16.836836035469545,8.091122096517882,70.68213153737175
79,65.55210908510871,57.71948465644728,24.928586382508055,67.51132549651904,89.66187271831302,28.467420728665232,56.86025480890102,22.78696470238373,11.788495311341448,62.72805985449985
80,69.06333987683323,55.08587766614929,31.684114719230184,53.60617825996592,91.25271685237247,27.664778747419252,56.39766529692893,23.42218055469988,7.759025096032328,69.90726412098608
81,73.5494385680554,66.81415624323114,26.591566766967205,36.19735398356349,56.227990640042066,11.14751145146596,52.3019667040042,29.163219522240773,19.790365303294536,42.61436823085139
82,82.46474222748938,20.502637095618162,58.66117500377962,35.118993662269865,73.69893708885931,40.10196250260613,59.50210357491638,40.36876754823881,42.19142916862706,25.420414081725795
83,67.58065994539491,56.42068022286499,32.067838140265565,45.254072974919154,69.12942432531462,36.5979001586597,68.76577998785183,35.62193868057387,17.918676876045733,32.524665467649214
84,76.78710938878557,66.18246743637833,22.744098986092173,69.08695432285192,96.64564396765051,11.420576860972389,47.67507942160722,12.048015107283732,4.908833283811266,68.71459054580023
85,70.5675172193778,78.91693509156029,22.950213897952086,86.5456609221511,96.50411037059347,13.297990042781672,60.09716019010883,16.432293378279066,10.81400312476048,57.63677203402314
86,60.19623783597874,70.73722886315596,35.82540943401917,56.5248140729354,77.05424006694822,43.09636982980882,50.4476058620895,31.802639504809754,27.053500894429533,64.24848862138296
87,71.35111388181242,45.12892130403742,35.15541576005228,54.340225183815974,87.82922309719496,36.973234458025,56.175938215947156,34.94240469305843,22.42773693891867,62.62374982155734
88,58.428307609291096,50.312602600579794,23.66861390842184,47.41125409835113,59.14680434613491,38.588708916285945,63.79111182914597,35.38140961102506,26.220323024004436,52.819099013182935
89,60.78430052947421,49.00115144231815,30.452332252835074,47.47444209374143,70.97284752863122,38.48824093553812,54.60819900903217,34.424297159203505,25.401170056668537,63.07862037040154
90,57.636111413351834,52.836808250581925,29.67140839404447,45.52968451636584,76.87175924535079,37.35996574134128,49.05865344917222,29.88094992737102,10.355269943913406,70.54063272451774
91,64.19076457795038,52.740133309253466,30.835807654259597,48.23466077998861,80.67441773473638,29.770816777288328,43.385562220509584,26.818881874305156,13.301063620174805,69.30832160634847
92,70.69799409657833,20.997828494845937,29.115777281061405,27.86844140556228,52.421896836556144,28.78222517094093,62.40933382878318,47.104164195912915,27.258084516375558,50.673514403098665
93,86.33450268900567,65.13350808194154,20.65597138198406,75.62936484165486,100.49369542164919,13.422833878516371,48.78130562336556,5.852280896519716,-3.1359772429586847,58.129251517773994
94,75.68292330324148,60.5930374089604,30.822131891014692,69.40651013423158,90.88151527086237,17.30949917997879,58.08908981596388,18.221736491965856,4.392245680756826,61.86342153857009
95,75.07196496129178,61.3404854646154,18.003957367440094,88.5909187356388,103.96410685208416,28.176553060136115,56.142990319790236,19.92866113319529,7.925922491379485,41.614938634536834
96,69.34528813483948,66.49874486507491,31.19740049386747,67.59029583109012,94.79229973852519,18.772976460673796,57.66930226964797,21.651611072292383,4.338076065025152,74.90213426225904
97,70.87057360563144,59.72250660820359,22.142885293457972,63.58034941042882,86.49538574445286,31.914647786685133,50.90604365126232,23.91451998721724,18.926724469619177,61.5006515635816
98,65.72989702315229,62.8643428364646,25.969524512386435,67.4708209901388,81.46611135991725,23.577068366089385,53.905306402930734,27.962450594878934,14.825328509091824,44.92417786265902
99,68.16151455266231,52.66448616041579,29.109075928702993,74.07931660873072,85.58589087716669,30.63595621859193,61.69876315271026,25.986338927863393,18.923106471671954,50.82284034645321
100,67.04947352532052,49.716258938952976,29.41919004671218,48.41698262955928,77.22121217593715,32.322753076729335,48.91914690219231,25.319818805367863,11.688698658479883,68.31950056528294
101,68.45199710533636,54.54003734847123,26.767647914952402,64.36582827141693,74.22052058655177,37.06713418258928,68.48306316064617,31.29661027865649,9.475666124272664,44.72477350371979
102,62.50778330698715,57.441510149231746,30.718084302750533,55.73923754820147,82.84500176529998,28.935870269683775,70.01702609978463,25.988621510730805,10.627672920699393,49.17327795570479
103,69.93088341085551,63.72056098379312,25.053020286871266,66.87966295215273,87.15349522861202,22.233732575918555,61.186409582644934,22.440022380415268,13.617836541638038,64.03298762995104
104,69.81181008413112,58.93005970998118,27.94207328196581,64.37356817285577,88.3833621281467,32.89791486841226,58.65128323809946,25.339987018492273,15.188471817751788,64.7136566693797
105,67.7573587453058,52.762382824499795,29.3532310055053,64.26088464511044,103.78241283824173,30.776915542653903,91.66239938437334,16.833876976000283,12.262176091100827,64.17089741804949
106,69.93237467831406,56.12557234933847,30.196704585793555,63.80954746454839,87.35481045812378,27.56277367233906,57.31135297354006,20.626604314515763,10.813519141914266,68.0100709289975
107,83.50072670825045,47.47901186699383,21.38068178963612,42.47788036183132,79.89905538321393,25.554063908250054,60.03351764100946,25.93595607769225,15.549602755442404,53.37508441836174
108,56.09475476250673,51.203299171467364,28.13917185207086,49.71847580001981,76.4366936574359,22.65490328470493,69.51708827320414,31.091024830629237,13.949129681390842,41.60441877501945
109,69.03846207134693,59.70130297584092,26.23091264750017,53.90566115567205,83.53717457469922,31.074541247003953,45.98295772274018,24.215017259871722,10.089332689941344,71.14622072714269
110,46.83114511758426,30.357475214266323,45.936247246051664,35.09538653217618,61.300948814502306,34.08235186463462,50.64240196966885,44.04965460885883,32.90921882108521,30.60375223654818
111,69.16006438380715,50.03991989813798,23.41557465102086,41.64511086238186,65.77515542953336,40.25517948533121,58.31691855045192,27.171584030337026,18.971716577562884,53.72682815092697
112,66.4648977531058,45.19289465203411,33.989116234292126,25.680965414187273,55.43298966143423,35.92460037199268,61.13141555721637,40.27638558316677,17.219845872812968,45.58523749780365
113,76.35669909506399,59.07739567259058,32.549761950793595,35.40468861454697,65.78138829626194,33.06984143683046,49.026658515347954,31.324401133780686,22.438502890583145,62.447927907691565
114,67.11875370557163,62.76523795015362,27.905983082586026,74.57767598706246,77.8494632903837,37.943436928328424,68.38849896296088,22.504581597013356,16.05328765381259,43.22104477219448
115,69.34355467067675,50.27168592437101,30.393560208394213,58.48927164614031,84.80533001587175,31.228761454152604,68.07069611110228,26.74184728225493,14.602681152129755,52.831882826717006
116,61.2483118822703,63.67155925338727,13.420657499953302,75.09280562779755,85.21391980145853,35.097249005385535,72.40782406530425,21.400827556886135,6.829037422733059,53.48600003492664
117,67.9269466581943,54.123603689037054,29.618764509789532,57.79683245283032,76.19056446548022,38.17304025720758,65.07635486873986,29.239087290184653,19.907119271951483,64.0751792678903
118,69.46977630107092,36.92791941083655,26.691630843768277,54.63550555497934,80.62286585351579,40.7640771863064,62.95650572398562,31.75530713548542,15.967183473613403,59.880969100709294
119,45.56309392247607,27.663126790666734,53.81247702979165,28.70936202047292,65.260913392286,45.55978351187518,64.22646703655397,46.09434376342383,30.7636022103907,33.119408034041584
120,65.34175632577417,46.24608759516829,22.92168503046574,40.482005451433245,74.96281418004435,37.269886084274276,55.73227062996474,25.52405503021189,6.840214025674868,68.31732649873551
121,63.222931642865554,43.302029613285995,35.73421529127883,22.190098296754275,59.74017119049986,46.53123787295585,56.84979380109643,30.45591064759418,13.003944770799551,49.932059457775324
122,90.06081429028796,65.72293844192659,1.6812088461412635,55.23260372860732,94.21238533668016,23.031378611507904,55.25851806528767,15.963103372528575,10.567351918556168,50.94486581902407
123,62.37174434289678,64.31532303022671,23.3893234551724,58.31562712146549,77.80090303363144,24.21433489111812,52.97625273365006,23.465426202004515,3.071288558062001,48.80163971141704
124,48.355563246228876,51.292816071480374,28.207500904827015,59.90363337717923,70.73001256348647,24.1012097410837,37.30087829211231,33.66311544499157,18.065834444317485,34.459284996501836
125,36.83224165572007,51.60811684501131,40.37935605249794,62.09728356375291,70.7271249478018,34.81990059415223,52.69971309896815,32.80659444962283,35.64316010084879,30.380686163525084
126,54.752105045423434,68.74822634032462,11.012892681126598,61.35209915510541,81.91404646422946,28.740271156685008,45.38956197300086,19.494149269789148,-2.563929978009938,45.15342493657364
127,48.804489215223306,35.610906933720685,39.45674635449623,58.21550479417967,63.27732575272835,41.49320457005098,48.22315762333274,36.951295893134855,29.237490531834766,34.985723217503065
128,58.70193203872995,37.3433577348925,50.28954379189081,31.17578204694363,54.043325615672764,28.84550303623567,35.29257527139612,41.417781432947926,24.077889122855012,31.89032867854453
129,61.12112062166794,50.20074518127855,28.47411030813904,33.355997599367825,67.08699529298693,32.809912958793504,49.849884212047556,37.893140646031895,14.906503151338141,57.34591094926198
130,55.10172897465714,52.08103010908539,24.558406542057785,40.93716168320459,66.25531104870389,32.27475893459808,41.78644946338039,33.94033320918133,26.18747009396156,37.80055849557358
131,77.23566578843614,66.28933386260822,24.815087392716727,66.44648705579044,90.90504000957486,10.369801789080855,55.073201453411066,16.717644054514913,1.6114049512242374,37.710128613315604
132,65.37233377459305,44.736546419819305,35.62245079350196,47.582654462349744,82.05499675265501,28.525127706691237,27.33330190299457,17.893215269873224,27.36083337709082,32.81925219382565
133,52.585313252712474,65.57408142154716,30.37351725867557,64.95630357186363,73.89562713870595,29.837031511249965,56.84963714882734,29.79899814603607,17.52918668008563,53.93652991775141
134,41.18193046036331,37.864024797502424,48.289869238618934,74.9950506899788,81.15353055850838,40.91506171413333,69.57569234084127,29.961639951534185,29.95519212461661,48.748624319777576
135,60.33460578323551,31.495467066259973,56.015689734741784,52.34367478998052,65.7427433697401,51.78238191906968,69.3224505806887,27.75873743592075,42.01844198109556,36.645913374183266
136,63.25776186126628,34.52668363101537,40.603435608430516,48.38633268605544,59.14754478234216,35.13983733786861,48.24193273652973,45.40313889963063,22.508422070062892,30.58705148577908
137,49.10005419796833,26.576884185446527,63.805705530582244,23.15180714444307,51.794719170152135,42.56503946538139,68.06398832408257,56.495053350040266,47.38734426306077,32.83751387297184
138,55.63224308504036,48.883890107377454,20.871354839376302,51.70656816523993,83.94726100806135,35.99818309209657,46.30057319451833,26.278083654330345,12.805060454973168,47.34856768234884
139,57.630987436787045,48.37533075613895,16.970347061097705,57.14933323986824,69.63978986558996,38.74044925115673,75.62554114587118,34.481803613541565,15.147956523990985,56.270784068205074
140,65.06827713756918,38.60628095118531,40.28888291956582,27.049002150053767,48.988177537978736,35.687013112396045,79.60780596491716,46.31076993821472,34.70929492597586,48.83190651987019
141,72.42854675388664,37.49742045225791,23.645119332855877,54.43935115014338,76.86330529285247,30.865479424168836,65.99214794428343,26.54174941191482,13.161831836120202,44.289451922468885
142,84.123297100868,42.26332607726141,25.76440131081658,51.516467764220124,76.58929977238722,33.86776150450501,70.55052256155105,23.72953434820917,5.1667602024791215,55.23594498377036
143,73.63311201268064,37.99536438846311,30.752006832631395,47.95110581779043,64.86609676728935,27.184373597180745,71.92040655693523,40.827014097007385,33.168594623621985,32.74889322518884
144,56.59603228495498,61.51504327523058,26.814664747608823,73.51391511194362,79.9775768339919,29.457404888698747,79.54762004831088,24.837780001076595,23.823286646533116,54.56199258853505
145,64.10260056053119,50.555014681595225,21.009678892689102,73.88525467662076,81.79791956810547,41.50954941821469,60.80627342618559,20.876585503309727,6.855447577936225,48.68209364852692
146,65.71903636544148,52.99597812163522,29.459941209688562,48.967308277581544,72.81217670028043,38.836892617393495,50.45105769891078,24.595048815197853,15.814827037259402,60.334212375088605
147,63.03306292455729,52.141038256187116,25.42573380459108,52.52430346362417,74.52549362788871,34.5569450130194,54.482670984363665,28.462318205372085,16.830923426068626,44.72796435810196
148,66.99593953586206,44.81546068616434,21.835950355165902,24.50493538742923,63.03469333954575,27.857034283578532,79.70895032308105,32.03727276767541,10.453140837058216,48.208422494014236
149,89.71771974111442,33.442904857470644,36.696860262863524,45.47478690979341,59.442119507846556,33.70295883367328,56.89400446442968,45.931271350360504,26.640104847486512,36.00614530609912
150,74.96481716460781,60.63571319440629,22.298662732147456,55.30317214324473,84.11385264786173,25.454290847028243,60.49375056341194,14.328154348994005,1.32191650305953,64.2014813901521
151,78.0127023899078,60.97124949632911,27.547474926780538,77.39197281656224,87.0713402258084,32.34118289823866,65.65234584076696,19.02903359112081,16.32295382775024,47.211189604413626
152,67.79879664580626,61.296438956458246,33.359777033998824,58.909644449352605,77.86379367204346,32.27023900662333,51.09577254715835,28.19097560013508,18.430431196260322,54.30341326090625
153,59.63574077558575,57.567568620514194,26.97130748078767,63.517787740532626,79.97574893190551,34.259869394020114,54.72717750667377,22.202840573718667,17.871007019606438,61.35629323640603
154,66.86041642030405,55.52207981960089,25.358724552086187,60.599823713686135,75.41830427250572,37.56364076634118,53.68965393694851,21.40432961667006,9.62977956938034,63.07368944603494
155,62.0137593299864,48.450849864438766,33.66106763306952,55.40383271678975,67.44736724307441,45.92637100871792,73.38742576353883,34.48152926816009,26.766373122177924,49.46708498492156
156,75.42819397303437,38.55510018471175,23.38239139641823,62.43419098017377,80.7232698548097,29.8606977968959,49.99281606986394,24.215058069740792,1.9347608968615333,51.64618626547801
157,58.32514065496181,21.676032267054918,49.67494189062293,19.72346777885958,64.67998058572836,38.869723569892074,37.40915555367276,44.41496473118353,58.944044033676356,44.3544962147713
158,65.66079557617648,58.086652264369604,30.53312601160263,56.463313421906996,79.89185382798328,27.851039808817184,47.755810612049316,27.922539711034524,13.892275599944039,58.840742750649774
159,69.84981734475328,53.04353177839428,27.204443994924617,38.66451806756034,76.93799669837351,19.15065393026751,50.05489927494122,29.185037857983723,13.387815543043324,47.00471649471304
160,66.43699603809613,61.805072048224815,15.789487362007208,61.58372982545299,94.58214558960894,15.117469790903463,62.68152268618296,20.742561427433188,7.192171912498512,37.83791608674009
161,77.11409327889709,57.68118959650083,7.960031730426946,59.733643314790555,90.68457195784332,18.70077831784085,63.35732109841853,11.858116851168319,4.351370553928675,61.639406228400375
162,82.50505153697503,59.13917468155918,24.749323066074737,72.45559539277693,100.58928003032825,9.36380165777052,51.9702357978191,15.096601328389927,-3.993356270833658,55.26522288428495
163,75.96552278325436,45.68194525147274,10.454411725190436,42.22112890711227,81.56326523920973,24.683034925192246,45.81416090944302,22.346019448284267,12.397619534849905,47.73577569331168
164,67.8028619932603,44.661348710749536,23.355818751547883,39.11543063608464,69.42169936365667,35.1893804948165,55.132795829907465,28.95140283107899,18.34812669389405,51.98761413403558
165,61.49915612256496,50.12217850979981,36.93879649258598,25.167539601074427,60.63193173873606,25.232319352669485,61.24786307958759,46.60054320503954,28.22980040458669,51.294149743124635
166,67.0758275593594,46.274614917375914,32.49411426776296,36.32964013641795,73.77380943269652,30.077650504125526,57.76672772091621,33.74958407767165,27.057179180737457,33.8363751757567
167,74.84405172895013,54.34729726383074,20.880817861763248,62.89953997541882,94.81659330804992,21.82217617479273,57.95032260083474,13.313709771964135,0.8007668828428898,40.35964227268666
168,74.31147102512732,55.97240371858952,24.38653913866944,53.80529572831986,81.28402784225177,15.439645204040806,52.397246043889325,16.559741647143543,-3.1434413780919073,41.618629790743775
